CollectionID,LoanID,CollectionDate,CollectionMethod,CollectionResult
COL003950,LOAN007762,2020-08-30,Phone,Success
COL003951,LOAN005487,2022-06-11,Phone,Failure
COL003952,LOAN005563,2021-11-17,SMS,Success
COL003953,LOAN001331,2026-10-05,SMS,Success
COL003954,LOAN005387,2021-05-25,SMS,Failure
COL003955,LOAN002718,2022-08-04,In-person,Failure
COL003956,LOAN007422,2022-10-08,SMS,Success
COL003957,LOAN006772,2020-06-02,Phone,Success
COL003958,LOAN009010,2024-08-26,Phone,Failure
COL003959,LOAN000126,2024-05-14,Phone,Success
COL003960,LOAN005710,2025-08-18,SMS,Success
COL003961,LOAN007848,2021-09-23,Phone,Success
COL003962,LOAN006041,2023-05-17,SMS,Success
COL003963,LOAN003074,2024-04-08,Phone,Success
COL003964,LOAN006305,2021-10-27,SMS,Success
COL003965,LOAN000945,2019-06-18,Phone,Failure
COL003966,LOAN004058,2023-06-07,In-person,Success
COL003967,LOAN005267,2021-04-25,Phone,Failure
COL003968,LOAN008587,2021-08-10,Phone,Success
COL003969,LOAN003772,2025-08-11,In-person,Success
COL003970,LOAN009872,2021-04-05,Phone,Success
COL003971,LOAN001729,2023-09-18,SMS,Success
COL003972,LOAN008258,2023-03-19,SMS,Success
COL003973,LOAN008790,2022-06-02,In-person,Failure
COL003974,LOAN000686,2021-02-26,SMS,Failure
COL003975,LOAN001719,2022-04-28,SMS,Success
COL003976,LOAN009264,2024-01-12,Phone,Success
COL003977,LOAN006698,2020-08-09,Phone,Failure
COL003978,LOAN008052,2024-11-12,SMS,Success
COL003979,LOAN000869,2021-02-18,Phone,Failure
COL003980,LOAN008363,2021-10-27,Phone,Success
COL003981,LOAN003636,2020-10-20,SMS,Success
COL003982,LOAN001853,2023-06-13,In-person,Success
COL003983,LOAN005142,2024-10-22,Phone,Success
COL003984,LOAN009132,2021-05-26,Phone,Success
COL003985,LOAN006317,2023-12-24,Phone,Success
COL003986,LOAN007017,2024-03-21,Phone,Failure
COL003987,LOAN003564,2024-06-10,In-person,Success
COL003988,LOAN009044,2025-01-25,Phone,Failure
COL003989,LOAN004692,2022-08-02,SMS,Success
COL003990,LOAN006187,2023-06-12,Phone,Success
COL003991,LOAN009986,2023-07-25,Phone,Failure
COL003992,LOAN002560,2023-10-11,Phone,Success
COL003993,LOAN000559,2023-11-23,Phone,Failure
COL003994,LOAN008243,2023-03-22,Phone,Success
COL003995,LOAN008696,2022-03-05,In-person,Success
COL003996,LOAN006871,2023-05-09,Phone,Failure
COL003997,LOAN008590,2024-11-03,SMS,Success
COL003998,LOAN003321,2023-06-30,Phone,Failure
COL003999,LOAN008880,2020-12-01,SMS,Success
COL004000,LOAN003222,2023-06-29,Phone,Success
COL004001,LOAN006721,2024-11-09,Phone,Success
COL004002,LOAN003142,2022-03-14,SMS,Success
COL004003,LOAN009034,2020-05-29,Phone,Success
COL004004,LOAN004147,2023-08-27,Phone,Failure
COL004005,LOAN004584,2020-01-08,Phone,Failure
COL004006,LOAN008828,2020-12-20,SMS,Failure
COL004007,LOAN005600,2021-01-17,Phone,Success
COL004008,LOAN006501,2025-03-19,In-person,Failure
COL004009,LOAN003446,2021-08-21,Phone,Failure
COL004010,LOAN006815,2022-05-08,Phone,Success
COL004011,LOAN009000,2024-12-19,Phone,Failure
COL004012,LOAN001817,2021-04-15,Phone,Success
COL004013,LOAN000579,2023-08-23,Phone,Failure
COL004014,LOAN005536,2023-09-26,Phone,Failure
COL004015,LOAN006959,2024-09-14,Phone,Success
COL004016,LOAN004646,2021-09-28,In-person,Failure
COL004017,LOAN003094,2023-04-20,In-person,Success
COL004018,LOAN005399,2025-06-01,Phone,Success
COL004019,LOAN004647,2019-11-24,In-person,Success
COL004020,LOAN000602,2020-04-20,Phone,Success
COL004021,LOAN007800,2023-12-02,In-person,Success
COL004022,LOAN009071,2022-05-23,Phone,Success
COL004023,LOAN006641,2022-02-05,SMS,Failure
COL004024,LOAN005877,2025-01-21,SMS,Success
COL004025,LOAN008269,2020-04-17,Phone,Success
COL004026,LOAN000155,2021-05-07,Phone,Success
COL004027,LOAN007725,2023-10-14,Phone,Success
COL004028,LOAN008040,2026-02-07,SMS,Failure
COL004029,LOAN000784,2025-06-07,SMS,Failure
COL004030,LOAN001271,2020-09-15,Phone,Success
COL004031,LOAN004307,2022-07-14,In-person,Failure
COL004032,LOAN006542,2024-11-27,Phone,Success
COL004033,LOAN007701,2024-07-31,In-person,Success
COL004034,LOAN007956,2021-11-29,Phone,Success
COL004035,LOAN000658,2023-01-16,Phone,Success
COL004036,LOAN004411,2024-02-06,Phone,Failure
COL004037,LOAN006356,2019-04-10,Phone,Success
COL004038,LOAN009825,2023-03-18,SMS,Success
COL004039,LOAN001554,2024-12-05,SMS,Success
COL004040,LOAN004212,2023-09-07,Phone,Failure
COL004041,LOAN007670,2024-08-19,Phone,Success
COL004042,LOAN009183,2025-05-21,In-person,Success
COL004043,LOAN001781,2022-09-26,Phone,Success
COL004044,LOAN002627,2024-07-18,Phone,Failure
COL004045,LOAN003392,2025-03-07,In-person,Failure
COL004046,LOAN003888,2021-10-28,In-person,Success
COL004047,LOAN000749,2022-10-17,SMS,Success
COL004048,LOAN000631,2024-06-21,In-person,Failure
COL004049,LOAN008930,2022-05-21,Phone,Failure
COL004050,LOAN002703,2023-05-24,SMS,Success
COL004051,LOAN006819,2024-06-27,In-person,Failure
COL004052,LOAN000713,2021-08-26,In-person,Failure
COL004053,LOAN002496,2020-06-01,Phone,Failure
COL004054,LOAN005082,2024-06-12,SMS,Success
COL004055,LOAN003130,2023-09-30,Phone,Failure
COL004056,LOAN004247,2023-01-14,SMS,Failure
COL004057,LOAN002922,2022-08-19,In-person,Failure
COL004058,LOAN000388,2021-11-10,Phone,Failure
COL004059,LOAN007109,2022-12-14,In-person,Success
COL004060,LOAN006419,2021-10-20,In-person,Failure
COL004061,LOAN006391,2023-11-12,SMS,Failure
COL004062,LOAN008786,2021-11-17,SMS,Failure
COL004063,LOAN005922,2020-12-20,In-person,Success
COL004064,LOAN006044,2021-04-23,SMS,Success
COL004065,LOAN008026,2024-03-16,Phone,Success
COL004066,LOAN008486,2025-03-30,SMS,Failure
COL004067,LOAN006168,2021-01-07,In-person,Failure
COL004068,LOAN009444,2025-10-27,SMS,Failure
COL004069,LOAN008460,2022-03-21,Phone,Failure
COL004070,LOAN007508,2021-11-03,SMS,Success
COL004071,LOAN005411,2025-03-31,Phone,Failure
COL004072,LOAN003656,2022-09-08,Phone,Success
COL004073,LOAN003322,2022-10-12,Phone,Success
COL004074,LOAN002537,2025-01-21,Phone,Success
COL004075,LOAN000024,2021-10-27,Phone,Success
COL004076,LOAN003678,2020-06-22,In-person,Failure
COL004077,LOAN000511,2025-07-18,Phone,Success
COL004078,LOAN005126,2022-12-10,SMS,Success
COL004079,LOAN004036,2019-12-14,Phone,Success
COL004080,LOAN000362,2021-02-25,Phone,Success
COL004081,LOAN002066,2023-08-11,SMS,Failure
COL004082,LOAN003918,2024-12-31,Phone,Success
COL004083,LOAN000682,2019-07-13,SMS,Success
COL004084,LOAN007100,2024-10-19,Phone,Success
COL004085,LOAN007192,2021-05-26,SMS,Success
COL004086,LOAN003797,2025-01-06,In-person,Success
COL004087,LOAN000293,2024-08-10,SMS,Failure
COL004088,LOAN007505,2024-05-01,Phone,Success
COL004089,LOAN001082,2021-08-04,Phone,Failure
COL004090,LOAN003312,2022-02-24,In-person,Success
COL004091,LOAN008187,2022-07-27,In-person,Success
COL004092,LOAN003711,2023-04-12,SMS,Success
COL004093,LOAN001000,2019-06-11,SMS,Success
COL004094,LOAN008240,2021-05-30,SMS,Success
COL004095,LOAN001090,2021-05-18,In-person,Failure
COL004096,LOAN007608,2022-06-04,In-person,Success
COL004097,LOAN000846,2026-05-08,Phone,Success
COL004098,LOAN007264,2025-09-11,SMS,Failure
COL004099,LOAN007464,2024-02-03,Phone,Failure
COL004100,LOAN004328,2022-03-24,Phone,Success
COL004101,LOAN007341,2023-02-25,SMS,Failure
COL004102,LOAN003729,2027-03-26,Phone,Failure
COL004103,LOAN000298,2025-11-25,SMS,Success
COL004104,LOAN004820,2020-11-01,SMS,Success
COL004105,LOAN006010,2024-02-21,Phone,Success
COL004106,LOAN007362,2027-09-25,Phone,Success
COL004107,LOAN005359,2020-03-09,Phone,Failure
COL004108,LOAN004017,2026-02-02,Phone,Failure
COL004109,LOAN008150,2021-05-10,Phone,Failure
COL004110,LOAN009580,2023-04-17,Phone,Failure
COL004111,LOAN000479,2022-08-23,Phone,Success
COL004112,LOAN000560,2022-03-03,In-person,Failure
COL004113,LOAN006320,2022-07-25,Phone,Success
COL004114,LOAN001480,2023-04-15,In-person,Failure
COL004115,LOAN004954,2022-01-08,In-person,Failure
COL004116,LOAN003335,2024-07-14,Phone,Success
COL004117,LOAN004161,2019-06-16,In-person,Success
COL004118,LOAN007134,2024-05-24,SMS,Failure
COL004119,LOAN004866,2023-06-13,SMS,Success
COL004120,LOAN003083,2021-10-29,In-person,Success
COL004121,LOAN007843,2021-06-16,SMS,Success
COL004122,LOAN003874,2020-09-20,Phone,Success
COL004123,LOAN001500,2022-04-25,Phone,Failure
COL004124,LOAN002015,2024-03-01,Phone,Success
COL004125,LOAN001317,2025-03-19,Phone,Failure
COL004126,LOAN001446,2020-03-20,Phone,Success
COL004127,LOAN002001,2023-03-04,SMS,Success
COL004128,LOAN004148,2024-03-13,In-person,Success
COL004129,LOAN005775,2024-04-15,In-person,Success
COL004130,LOAN006219,2019-06-27,Phone,Success
COL004131,LOAN006173,2025-07-20,SMS,Failure
COL004132,LOAN000112,2021-03-12,Phone,Success
COL004133,LOAN009609,2023-11-09,Phone,Failure
COL004134,LOAN000573,2025-04-26,In-person,Success
COL004135,LOAN007512,2023-05-23,SMS,Failure
COL004136,LOAN005168,2023-03-30,Phone,Failure
COL004137,LOAN006282,2024-04-16,SMS,Failure
COL004138,LOAN005300,2024-09-07,In-person,Success
COL004139,LOAN002733,2020-11-14,SMS,Failure
COL004140,LOAN007402,2024-07-05,SMS,Success
COL004141,LOAN004347,2023-10-31,Phone,Success
COL004142,LOAN007126,2024-12-05,Phone,Failure
COL004143,LOAN009766,2026-01-15,In-person,Success
COL004144,LOAN005556,2020-09-19,Phone,Success
COL004145,LOAN004142,2021-04-24,In-person,Success
COL004146,LOAN001661,2021-09-27,Phone,Success
COL004147,LOAN001289,2023-07-30,SMS,Success
COL004148,LOAN002883,2022-10-08,Phone,Failure
COL004149,LOAN008416,2021-12-05,SMS,Success
COL004150,LOAN008702,2022-09-09,Phone,Success
COL004151,LOAN009826,2022-11-10,Phone,Success
COL004152,LOAN000070,2025-01-03,Phone,Success
COL004153,LOAN009060,2019-02-04,Phone,Success
COL004154,LOAN004067,2023-09-16,Phone,Success
COL004155,LOAN003035,2023-11-03,Phone,Success
COL004156,LOAN002351,2025-05-23,In-person,Success
COL004157,LOAN000053,2026-02-08,SMS,Success
COL004158,LOAN001811,2022-05-02,SMS,Success
COL004159,LOAN002905,2022-03-10,In-person,Success
COL004160,LOAN004502,2023-12-04,SMS,Failure
COL004161,LOAN003204,2021-11-21,Phone,Success
COL004162,LOAN006498,2020-01-06,SMS,Failure
COL004163,LOAN006372,2023-06-25,Phone,Success
COL004164,LOAN001392,2023-03-28,SMS,Success
COL004165,LOAN007659,2021-09-02,SMS,Success
COL004166,LOAN009667,2019-07-26,SMS,Success
COL004167,LOAN007329,2025-07-07,In-person,Success
COL004168,LOAN005756,2026-11-04,Phone,Failure
COL004169,LOAN006387,2021-03-11,Phone,Success
COL004170,LOAN009458,2023-05-12,SMS,Success
COL004171,LOAN007716,2024-07-17,Phone,Success
COL004172,LOAN004032,2025-01-19,SMS,Failure
COL004173,LOAN007662,2020-03-02,SMS,Success
COL004174,LOAN003041,2026-02-09,SMS,Failure
COL004175,LOAN008644,2023-05-12,Phone,Success
COL004176,LOAN002895,2024-04-26,In-person,Failure
COL004177,LOAN006027,2024-11-21,In-person,Failure
COL004178,LOAN002758,2020-04-18,In-person,Success
COL004179,LOAN009111,2020-02-06,SMS,Success
COL004180,LOAN004723,2025-02-27,Phone,Failure
COL004181,LOAN006686,2023-12-08,SMS,Success
COL004182,LOAN001285,2022-06-25,Phone,Success
COL004183,LOAN008331,2023-09-06,Phone,Success
COL004184,LOAN002482,2021-09-01,Phone,Failure
COL004185,LOAN006860,2020-08-10,SMS,Failure
COL004186,LOAN008101,2020-01-07,In-person,Failure
COL004187,LOAN009553,2023-07-20,In-person,Success
COL004188,LOAN009489,2022-09-16,SMS,Failure
COL004189,LOAN009319,2020-11-02,Phone,Success
COL004190,LOAN001825,2021-07-09,In-person,Success
COL004191,LOAN003211,2020-06-18,SMS,Success
COL004192,LOAN004327,2023-12-05,SMS,Success
COL004193,LOAN007806,2024-11-10,Phone,Success
COL004194,LOAN009535,2021-07-22,Phone,Failure
COL004195,LOAN004462,2023-11-27,Phone,Success
COL004196,LOAN001585,2019-11-17,SMS,Success
COL004197,LOAN009878,2022-09-30,SMS,Success
COL004198,LOAN000494,2022-01-16,Phone,Failure
COL004199,LOAN000533,2024-05-18,Phone,Failure
COL004200,LOAN006083,2023-09-30,Phone,Success
COL004201,LOAN006379,2022-10-15,SMS,Success
COL004202,LOAN004193,2022-11-19,SMS,Success
COL004203,LOAN005821,2022-08-10,Phone,Success
COL004204,LOAN000065,2022-10-27,SMS,Success
COL004205,LOAN002137,2024-06-10,Phone,Success
COL004206,LOAN004766,2020-10-20,Phone,Failure
COL004207,LOAN005633,2025-03-26,Phone,Success
COL004208,LOAN009043,2023-12-28,Phone,Success
COL004209,LOAN007795,2020-08-14,SMS,Success
COL004210,LOAN002095,2023-07-10,SMS,Failure
COL004211,LOAN003115,2022-04-14,Phone,Success
COL004212,LOAN006500,2023-10-06,Phone,Success
COL004213,LOAN002933,2025-12-29,Phone,Success
COL004214,LOAN007626,2025-04-24,Phone,Failure
COL004215,LOAN005897,2022-04-19,SMS,Success
COL004216,LOAN004986,2022-08-13,In-person,Failure
COL004217,LOAN007362,2028-07-21,In-person,Failure
COL004218,LOAN006447,2024-10-03,SMS,Failure
COL004219,LOAN004436,2024-12-21,SMS,Success
COL004220,LOAN003858,2024-08-29,SMS,Failure
COL004221,LOAN007026,2022-05-29,In-person,Failure
COL004222,LOAN008451,2028-06-22,Phone,Success
COL004223,LOAN003045,2022-10-21,Phone,Success
COL004224,LOAN001019,2022-12-05,Phone,Success
COL004225,LOAN008905,2026-08-27,Phone,Success
COL004226,LOAN002532,2024-02-24,Phone,Failure
COL004227,LOAN000977,2020-05-22,In-person,Success
COL004228,LOAN008418,2020-09-12,Phone,Failure
COL004229,LOAN008926,2024-09-07,SMS,Failure
COL004230,LOAN004428,2026-01-08,Phone,Success
COL004231,LOAN006493,2022-10-02,In-person,Failure
COL004232,LOAN002930,2020-05-14,Phone,Success
COL004233,LOAN006267,2020-01-31,Phone,Failure
COL004234,LOAN008500,2023-08-07,Phone,Success
COL004235,LOAN005103,2023-03-13,SMS,Success
COL004236,LOAN003763,2024-10-08,SMS,Failure
COL004237,LOAN004022,2026-11-15,In-person,Success
COL004238,LOAN001777,2021-04-25,Phone,Failure
COL004239,LOAN006960,2022-04-19,Phone,Success
COL004240,LOAN003310,2019-03-24,In-person,Failure
COL004241,LOAN008814,2024-07-15,SMS,Failure
COL004242,LOAN003195,2023-01-29,Phone,Success
COL004243,LOAN005949,2023-02-14,In-person,Success
COL004244,LOAN004832,2022-05-11,Phone,Failure
COL004245,LOAN008839,2021-08-12,Phone,Success
COL004246,LOAN003228,2025-07-15,SMS,Success
COL004247,LOAN004772,2020-02-08,In-person,Success
COL004248,LOAN009194,2023-10-04,SMS,Success
COL004249,LOAN002931,2019-12-07,SMS,Success
COL004250,LOAN005051,2021-07-18,In-person,Success
COL004251,LOAN005712,2021-06-29,In-person,Failure
COL004252,LOAN006254,2023-05-22,Phone,Success
COL004253,LOAN005905,2021-09-13,In-person,Success
COL004254,LOAN009588,2023-03-17,SMS,Success
COL004255,LOAN003244,2020-02-22,In-person,Success
COL004256,LOAN007762,2020-09-29,In-person,Success
COL004257,LOAN000572,2022-08-19,Phone,Success
COL004258,LOAN009731,2023-02-26,Phone,Success
COL004259,LOAN003705,2024-06-10,SMS,Success
COL004260,LOAN002222,2026-04-15,Phone,Success
COL004261,LOAN009461,2023-12-09,SMS,Success
COL004262,LOAN005909,2020-02-09,Phone,Success
COL004263,LOAN004686,2026-05-10,Phone,Failure
COL004264,LOAN004610,2024-02-14,In-person,Failure
COL004265,LOAN006767,2024-02-28,SMS,Failure
COL004266,LOAN002562,2023-01-16,SMS,Success
COL004267,LOAN003357,2022-03-19,Phone,Success
COL004268,LOAN004449,2021-01-11,In-person,Success
COL004269,LOAN007023,2021-05-21,SMS,Success
COL004270,LOAN000607,2021-09-20,Phone,Success
COL004271,LOAN006518,2024-03-23,Phone,Success
COL004272,LOAN003878,2023-08-21,Phone,Success
COL004273,LOAN007844,2023-06-19,Phone,Success
COL004274,LOAN007856,2019-09-18,In-person,Failure
COL004275,LOAN007405,2024-06-23,Phone,Failure
COL004276,LOAN000602,2020-03-21,SMS,Failure
COL004277,LOAN001597,2020-09-07,Phone,Success
COL004278,LOAN004958,2023-11-09,Phone,Success
COL004279,LOAN006680,2023-01-06,Phone,Success
COL004280,LOAN007707,2022-12-06,SMS,Success
COL004281,LOAN005433,2021-12-07,Phone,Success
COL004282,LOAN008173,2020-12-09,SMS,Failure
COL004283,LOAN007092,2026-07-23,SMS,Success
COL004284,LOAN000470,2026-09-08,Phone,Success
COL004285,LOAN001256,2021-04-24,Phone,Failure
COL004286,LOAN001535,2022-11-27,SMS,Success
COL004287,LOAN005925,2026-04-03,SMS,Success
COL004288,LOAN006159,2025-02-20,SMS,Success
COL004289,LOAN004703,2024-11-02,Phone,Success
COL004290,LOAN002250,2024-08-24,SMS,Success
COL004291,LOAN008997,2021-04-06,SMS,Failure
COL004292,LOAN004687,2026-11-22,Phone,Success
COL004293,LOAN006744,2024-01-06,Phone,Failure
COL004294,LOAN000077,2023-07-13,In-person,Failure
COL004295,LOAN008436,2026-02-07,Phone,Success
COL004296,LOAN005130,2022-01-20,Phone,Failure
COL004297,LOAN006445,2019-02-09,Phone,Success
COL004298,LOAN000131,2024-03-06,Phone,Success
COL004299,LOAN002429,2019-09-16,Phone,Success
COL004300,LOAN006662,2025-07-03,Phone,Success
COL004301,LOAN005084,2021-08-07,Phone,Failure
COL004302,LOAN000070,2025-07-02,Phone,Failure
COL004303,LOAN004114,2024-06-02,Phone,Success
COL004304,LOAN004891,2020-12-02,In-person,Success
COL004305,LOAN000532,2026-08-14,SMS,Success
COL004306,LOAN001205,2023-11-06,Phone,Failure
COL004307,LOAN006560,2021-07-14,SMS,Failure
COL004308,LOAN009328,2021-06-12,In-person,Failure
COL004309,LOAN001434,2025-05-07,Phone,Failure
COL004310,LOAN007216,2021-11-30,SMS,Success
COL004311,LOAN002423,2021-11-03,Phone,Success
COL004312,LOAN000257,2022-04-19,Phone,Success
COL004313,LOAN009915,2019-04-14,SMS,Success
COL004314,LOAN006952,2020-11-21,In-person,Failure
COL004315,LOAN003716,2023-10-15,SMS,Success
COL004316,LOAN005894,2020-12-29,Phone,Failure
COL004317,LOAN001420,2023-10-13,Phone,Success
COL004318,LOAN008088,2022-09-02,SMS,Success
COL004319,LOAN008350,2024-02-21,Phone,Success
COL004320,LOAN008420,2027-02-15,In-person,Success
COL004321,LOAN009229,2025-01-09,Phone,Failure
COL004322,LOAN001191,2021-05-16,SMS,Success
COL004323,LOAN006058,2024-06-24,Phone,Success
COL004324,LOAN009259,2026-03-28,Phone,Success
COL004325,LOAN000160,2022-01-13,In-person,Success
COL004326,LOAN005603,2023-10-20,Phone,Success
COL004327,LOAN008460,2020-01-31,SMS,Success
COL004328,LOAN009975,2025-03-02,Phone,Success
COL004329,LOAN007301,2020-12-26,Phone,Success
COL004330,LOAN003505,2019-12-27,In-person,Success
COL004331,LOAN005040,2021-04-15,Phone,Failure
COL004332,LOAN007228,2023-01-28,Phone,Failure
COL004333,LOAN005036,2026-07-02,Phone,Success
COL004334,LOAN003068,2024-08-14,SMS,Failure
COL004335,LOAN005204,2025-10-12,Phone,Success
COL004336,LOAN000363,2020-01-19,In-person,Success
COL004337,LOAN007994,2021-04-16,SMS,Success
COL004338,LOAN009062,2024-10-30,Phone,Success
COL004339,LOAN006888,2021-03-07,In-person,Success
COL004340,LOAN003396,2023-05-02,SMS,Success
COL004341,LOAN009863,2021-09-08,Phone,Failure
COL004342,LOAN001293,2021-04-25,Phone,Success
COL004343,LOAN002361,2020-12-19,Phone,Failure
COL004344,LOAN009525,2020-07-17,SMS,Success
COL004345,LOAN008290,2022-04-17,Phone,Success
COL004346,LOAN001591,2022-07-13,In-person,Success
COL004347,LOAN000162,2024-04-13,Phone,Failure
COL004348,LOAN004787,2023-10-28,SMS,Failure
COL004349,LOAN005566,2025-03-25,SMS,Failure
COL004350,LOAN008209,2020-04-26,SMS,Failure
COL004351,LOAN005653,2024-06-09,In-person,Failure
COL004352,LOAN000207,2024-02-16,Phone,Failure
COL004353,LOAN003755,2020-05-17,SMS,Success
COL004354,LOAN007571,2022-10-19,SMS,Success
COL004355,LOAN006600,2020-08-11,Phone,Failure
COL004356,LOAN007473,2023-12-06,In-person,Failure
COL004357,LOAN007233,2022-12-02,Phone,Failure
COL004358,LOAN008326,2024-04-06,SMS,Success
COL004359,LOAN004858,2020-01-30,SMS,Failure
COL004360,LOAN009683,2021-08-09,Phone,Success
COL004361,LOAN009443,2024-01-20,Phone,Success
COL004362,LOAN006642,2021-06-01,In-person,Success
COL004363,LOAN006904,2021-08-07,Phone,Failure
COL004364,LOAN004241,2026-02-19,Phone,Success
COL004365,LOAN009670,2022-07-10,Phone,Success
COL004366,LOAN009582,2019-08-24,Phone,Failure
COL004367,LOAN006915,2023-02-16,Phone,Success
COL004368,LOAN002709,2023-01-31,Phone,Success
COL004369,LOAN005991,2023-10-24,SMS,Failure
COL004370,LOAN009216,2025-01-11,Phone,Failure
COL004371,LOAN000556,2023-06-01,Phone,Success
COL004372,LOAN001557,2023-12-27,In-person,Success
COL004373,LOAN000600,2020-10-14,SMS,Failure
COL004374,LOAN008889,2021-02-04,Phone,Success
COL004375,LOAN005972,2024-01-02,SMS,Failure
COL004376,LOAN006323,2022-08-07,Phone,Success
COL004377,LOAN009977,2022-10-25,Phone,Success
COL004378,LOAN000717,2025-05-19,Phone,Success
COL004379,LOAN004321,2023-10-03,In-person,Failure
COL004380,LOAN001137,2023-08-04,Phone,Success
COL004381,LOAN008927,2020-01-31,Phone,Success
COL004382,LOAN007658,2025-07-30,In-person,Success
COL004383,LOAN005919,2022-07-01,In-person,Failure
COL004384,LOAN008264,2025-03-26,In-person,Success
COL004385,LOAN008008,2022-10-03,In-person,Success
COL004386,LOAN009051,2020-02-19,Phone,Success
COL004387,LOAN001976,2025-05-19,In-person,Failure
COL004388,LOAN009983,2023-06-15,In-person,Success
COL004389,LOAN001549,2022-10-15,Phone,Success
COL004390,LOAN009864,2024-03-24,Phone,Success
COL004391,LOAN004679,2024-07-15,Phone,Success
COL004392,LOAN001831,2022-12-23,In-person,Failure
COL004393,LOAN004513,2019-10-14,In-person,Success
COL004394,LOAN004409,2019-10-03,SMS,Failure
COL004395,LOAN005200,2024-03-13,SMS,Failure
COL004396,LOAN006311,2024-07-13,Phone,Success
COL004397,LOAN001593,2025-01-27,SMS,Success
COL004398,LOAN009885,2024-06-24,SMS,Failure
COL004399,LOAN008761,2024-01-07,Phone,Success
COL004400,LOAN002376,2020-10-06,Phone,Success
COL004401,LOAN009829,2021-10-03,Phone,Failure
COL004402,LOAN005021,2026-07-03,SMS,Success
COL004403,LOAN003759,2025-03-06,SMS,Success
COL004404,LOAN003086,2025-01-06,Phone,Success
COL004405,LOAN007834,2019-09-26,SMS,Success
COL004406,LOAN001656,2022-10-12,In-person,Success
COL004407,LOAN000104,2021-07-31,SMS,Success
COL004408,LOAN001223,2023-02-16,Phone,Success
COL004409,LOAN009020,2020-03-22,Phone,Failure
COL004410,LOAN005140,2019-11-19,Phone,Success
COL004411,LOAN003496,2023-11-01,In-person,Success
COL004412,LOAN002449,2025-02-24,In-person,Success
COL004413,LOAN005096,2022-04-26,SMS,Success
COL004414,LOAN003982,2024-10-30,SMS,Failure
COL004415,LOAN000349,2022-01-17,In-person,Failure
COL004416,LOAN006502,2019-11-27,Phone,Failure
COL004417,LOAN009666,2023-07-03,Phone,Failure
COL004418,LOAN003685,2023-10-01,Phone,Success
COL004419,LOAN003959,2024-03-06,Phone,Failure
COL004420,LOAN007410,2019-08-23,Phone,Success
COL004421,LOAN003000,2021-05-13,In-person,Success
COL004422,LOAN007814,2020-02-21,SMS,Success
COL004423,LOAN003846,2019-09-09,Phone,Failure
COL004424,LOAN009161,2026-02-19,In-person,Success
COL004425,LOAN005781,2025-12-17,Phone,Success
COL004426,LOAN007805,2020-12-23,SMS,Success
COL004427,LOAN003525,2022-07-06,Phone,Success
COL004428,LOAN005422,2022-03-07,In-person,Success
COL004429,LOAN005468,2024-11-18,SMS,Success
COL004430,LOAN003121,2020-09-30,SMS,Success
COL004431,LOAN001330,2021-02-24,SMS,Success
COL004432,LOAN003006,2022-09-18,Phone,Success
COL004433,LOAN003488,2025-03-23,Phone,Success
COL004434,LOAN004797,2024-12-23,SMS,Success
COL004435,LOAN003780,2025-10-01,In-person,Success
COL004436,LOAN003236,2020-12-22,SMS,Success
COL004437,LOAN006883,2025-03-29,SMS,Failure
COL004438,LOAN008999,2020-01-02,SMS,Success
COL004439,LOAN003471,2023-12-15,Phone,Success
COL004440,LOAN005882,2023-03-11,In-person,Failure
COL004441,LOAN009647,2019-08-11,SMS,Success
COL004442,LOAN002757,2025-01-22,In-person,Success
COL004443,LOAN006393,2022-01-10,In-person,Success
COL004444,LOAN006605,2021-04-14,Phone,Failure
COL004445,LOAN002076,2020-04-16,SMS,Success
COL004446,LOAN000211,2022-08-12,SMS,Failure
COL004447,LOAN007235,2021-07-27,Phone,Success
COL004448,LOAN007837,2024-01-17,In-person,Failure
COL004449,LOAN008364,2026-03-18,Phone,Failure
COL004450,LOAN003433,2025-06-11,Phone,Success
COL004451,LOAN008553,2020-06-16,Phone,Success
COL004452,LOAN006522,2022-11-03,Phone,Success
COL004453,LOAN004401,2021-08-05,Phone,Failure
COL004454,LOAN005444,2020-06-17,SMS,Failure
COL004455,LOAN007589,2020-05-13,SMS,Success
COL004456,LOAN001447,2021-07-20,Phone,Failure
COL004457,LOAN001308,2024-08-13,SMS,Success
COL004458,LOAN004010,2019-10-20,In-person,Success
COL004459,LOAN008354,2024-10-03,Phone,Success
COL004460,LOAN007764,2023-09-12,Phone,Failure
COL004461,LOAN008166,2020-12-11,Phone,Success
COL004462,LOAN007764,2023-03-16,In-person,Success
COL004463,LOAN003718,2024-10-18,SMS,Success
COL004464,LOAN006049,2026-04-24,SMS,Success
COL004465,LOAN005064,2021-03-02,SMS,Failure
COL004466,LOAN008808,2023-01-14,Phone,Success
COL004467,LOAN008641,2020-06-16,Phone,Success
COL004468,LOAN005013,2025-04-06,SMS,Failure
COL004469,LOAN003437,2023-04-21,Phone,Failure
COL004470,LOAN002953,2023-08-18,Phone,Failure
COL004471,LOAN001336,2020-01-06,Phone,Success
COL004472,LOAN006983,2020-07-15,Phone,Success
COL004473,LOAN005995,2020-09-14,In-person,Success
COL004474,LOAN008807,2019-07-25,SMS,Success
COL004475,LOAN008619,2023-10-29,SMS,Success
COL004476,LOAN006124,2022-08-28,Phone,Success
COL004477,LOAN009088,2019-07-23,SMS,Failure
COL004478,LOAN008807,2019-08-24,SMS,Success
COL004479,LOAN007047,2021-10-04,Phone,Failure
