RepaymentID,LoanID,RepaymentDate,RepaymentAmount,RepaymentStatus,PaymentMethod
RP0024141,LOAN004584,2020-01-08,3463.25,On Time,M-Pesa
RP0024142,LOAN006084,2022-07-14,24618.69,On Time,M-Pesa
RP0024143,LOAN009290,2022-06-06,5128.47,On Time,M-Pesa
RP0024144,LOAN008914,2024-06-28,11012.73,On Time,Cash
RP0024145,LOAN004525,2021-12-20,72957.83,On Time,M-Pesa
RP0024146,LOAN008569,2023-03-20,29430.82,On Time,M-Pesa
RP0024147,LOAN009491,2022-05-07,5150.59,On Time,M-Pesa
RP0024148,LOAN005088,2021-06-19,3630.68,On Time,M-Pesa
RP0024149,LOAN005080,2023-06-02,9204.547289990684,On Time,M-Pesa
RP0024150,LOAN005988,2019-11-18,15969.22,Late,M-Pesa
RP0024151,LOAN009434,2021-03-31,6362.07,On Time,M-Pesa
RP0024152,LOAN002876,2024-04-07,68856.46,On Time,M-Pesa
RP0024153,LOAN004798,2022-11-01,4082.73,On Time,M-Pesa
RP0024154,LOAN001246,2021-01-03,23581.84,On Time,M-Pesa
RP0024155,LOAN004257,2020-01-19,5242.67,On Time,M-Pesa
RP0024156,LOAN000253,2025-04-11,20907.03,Prepaid,M-Pesa
RP0024157,LOAN009697,2019-11-10,5763.76,On Time,M-Pesa
RP0024158,LOAN004383,2020-12-23,21188.13,On Time,M-Pesa
RP0024159,LOAN007998,2021-03-12,6324.93,On Time,M-Pesa
RP0024160,LOAN002921,2023-08-23,2800.06,On Time,M-Pesa
RP0024161,LOAN002989,2026-04-13,18376.7,On Time,M-Pesa
RP0024162,LOAN006513,2020-11-24,12381.24,On Time,M-Pesa
RP0024163,LOAN000178,2023-11-16,11855.83,On Time,M-Pesa
RP0024164,LOAN003876,2020-02-15,20929.78,On Time,Bank Transfer
RP0024165,LOAN005770,2024-01-10,17987.08,On Time,M-Pesa
RP0024166,LOAN000624,2022-08-06,23294.92,Defaulted,M-Pesa
RP0024167,LOAN006387,2021-09-07,6475.18,Prepaid,M-Pesa
RP0024168,LOAN001558,2026-12-20,13870.36,On Time,M-Pesa
RP0024169,LOAN004055,2020-05-15,21073.72,Defaulted,M-Pesa
RP0024170,LOAN009532,2019-03-06,3726.69,On Time,M-Pesa
RP0024171,LOAN007369,2020-11-27,37577.01,On Time,M-Pesa
RP0024172,LOAN006786,2019-09-24,5875.95,Late,M-Pesa
RP0024173,LOAN008788,2023-08-16,4064.32,On Time,M-Pesa
RP0024174,LOAN000384,2020-12-11,6206.82,On Time,M-Pesa
RP0024175,LOAN008117,2023-03-28,20622.98,Defaulted,Bank Transfer
RP0024176,LOAN008061,2023-09-15,36303.56,On Time,M-Pesa
RP0024177,LOAN002588,2021-02-03,15572.23,On Time,M-Pesa
RP0024178,LOAN002388,2021-12-23,17653.71,On Time,M-Pesa
RP0024179,LOAN004081,2021-10-19,46306.39,On Time,M-Pesa
RP0024180,LOAN000224,2023-11-17,55499.45,On Time,M-Pesa
RP0024181,LOAN004285,2024-06-29,14354.46,Prepaid,M-Pesa
RP0024182,LOAN008699,2020-06-11,7109.09,On Time,M-Pesa
RP0024183,LOAN002797,2020-09-21,5381.67,On Time,Cash
RP0024184,LOAN002172,2026-10-06,12152.01,On Time,M-Pesa
RP0024185,LOAN002077,2023-02-17,19059.63,On Time,Cash
RP0024186,LOAN008463,2024-03-07,20315.59,Late,M-Pesa
RP0024187,LOAN001376,2025-07-07,9219.86,On Time,M-Pesa
RP0024188,LOAN008194,2023-02-23,32793.3,On Time,M-Pesa
RP0024189,LOAN002732,2024-10-10,11074.98,On Time,M-Pesa
RP0024190,LOAN005387,2021-05-25,5271.63,On Time,M-Pesa
RP0024191,LOAN005556,2020-09-19,11894.22,On Time,Cash
RP0024192,LOAN006468,2021-03-25,81056.87,On Time,M-Pesa
RP0024193,LOAN004765,2022-08-06,2033.92,Prepaid,M-Pesa
RP0024194,LOAN005103,2024-05-06,13480.13,On Time,M-Pesa
RP0024195,LOAN008847,2020-08-11,25970.36,On Time,Cash
RP0024196,LOAN002187,2022-01-06,23488.46,On Time,M-Pesa
RP0024197,LOAN003370,2023-03-08,10040.41,On Time,M-Pesa
RP0024198,LOAN006501,2025-04-18,20086.01,On Time,M-Pesa
RP0024199,LOAN007037,2023-09-28,13104.75,Late,M-Pesa
RP0024200,LOAN002634,2021-08-22,481.72,On Time,M-Pesa
RP0024201,LOAN001035,2020-05-23,28002.29,On Time,Bank Transfer
RP0024202,LOAN003326,2022-01-27,33762.07,On Time,M-Pesa
RP0024203,LOAN002028,2023-06-26,17017.67,On Time,M-Pesa
RP0024204,LOAN003722,2025-05-07,4895.12,On Time,M-Pesa
RP0024205,LOAN002775,2019-08-04,28832.88,On Time,M-Pesa
RP0024206,LOAN006155,2021-04-24,11022.87,On Time,M-Pesa
RP0024207,LOAN001477,2021-03-13,5226.06,Late,M-Pesa
RP0024208,LOAN008782,2024-11-12,27196.84,On Time,M-Pesa
RP0024209,LOAN005866,2023-06-27,51282.4,On Time,M-Pesa
RP0024210,LOAN005942,2019-12-07,34489.08,Defaulted,M-Pesa
RP0024211,LOAN008881,2023-03-30,6788.31,On Time,M-Pesa
RP0024212,LOAN003989,2025-01-04,16698.47,On Time,M-Pesa
RP0024213,LOAN001503,2022-03-31,73649.07,On Time,M-Pesa
RP0024214,LOAN007309,2025-06-01,13810.04,On Time,M-Pesa
RP0024215,LOAN004120,2023-07-21,5777.57,On Time,M-Pesa
RP0024216,LOAN004691,2025-01-14,7722.15,Late,M-Pesa
RP0024217,LOAN009778,2021-08-13,8329.28,On Time,M-Pesa
RP0024218,LOAN003012,2019-07-22,2864.02,On Time,M-Pesa
RP0024219,LOAN006162,2023-03-02,14098.56,On Time,M-Pesa
RP0024220,LOAN001590,2020-01-04,18641.37,Prepaid,M-Pesa
RP0024221,LOAN002279,2024-11-14,22636.93,On Time,M-Pesa
RP0024222,LOAN007769,2024-07-28,30052.75,On Time,Bank Transfer
RP0024223,LOAN005564,2022-01-13,35613.33,On Time,M-Pesa
RP0024224,LOAN008652,2020-09-30,9584.66,On Time,M-Pesa
RP0024225,LOAN000823,2029-03-01,13280.97,On Time,Cash
RP0024226,LOAN007825,2021-04-04,9396.6,On Time,M-Pesa
RP0024227,LOAN009987,2024-11-30,33441.13,On Time,M-Pesa
RP0024228,LOAN007021,2022-02-15,6051.45,On Time,M-Pesa
RP0024229,LOAN006144,2023-02-17,31291.33,On Time,M-Pesa
RP0024230,LOAN005350,2025-02-04,10171.59,Defaulted,M-Pesa
RP0024231,LOAN003836,2020-02-14,10861.23,On Time,M-Pesa
RP0024232,LOAN008607,2026-05-18,5674.4,On Time,M-Pesa
RP0024233,LOAN009023,2023-03-22,7560.56,On Time,M-Pesa
RP0024234,LOAN000754,2022-12-23,1797.27,Defaulted,Cash
RP0024235,LOAN005552,2024-01-01,12119.19,On Time,M-Pesa
RP0024236,LOAN003168,2023-10-18,22489.26,On Time,M-Pesa
RP0024237,LOAN008138,2021-09-28,16809.53,On Time,M-Pesa
RP0024238,LOAN006074,2019-11-18,3595.91,Defaulted,M-Pesa
RP0024239,LOAN000515,2024-07-06,1423.84,Late,Bank Transfer
RP0024240,LOAN009122,2020-05-20,20873.06,On Time,Bank Transfer
RP0024241,LOAN005143,2024-11-16,8178.65,On Time,Cash
RP0024242,LOAN009137,2022-12-25,14558.45,On Time,M-Pesa
RP0024243,LOAN006620,2022-08-23,31609.19,On Time,M-Pesa
RP0024244,LOAN009288,2021-05-26,2318.86,On Time,M-Pesa
RP0024245,LOAN000789,2026-10-28,21796.64,On Time,M-Pesa
RP0024246,LOAN009859,2022-10-22,3192.57,On Time,M-Pesa
RP0024247,LOAN007133,2024-11-07,6172.75,On Time,M-Pesa
RP0024248,LOAN001481,2024-12-13,39752.01,On Time,M-Pesa
RP0024249,LOAN006666,2025-04-24,17346.1,On Time,M-Pesa
RP0024250,LOAN003569,2021-02-21,32195.01,On Time,M-Pesa
RP0024251,LOAN008215,2021-03-16,20430.76,On Time,M-Pesa
RP0024252,LOAN004114,2024-02-03,2498.62,On Time,M-Pesa
RP0024253,LOAN007102,2019-10-15,8909.31,On Time,M-Pesa
RP0024254,LOAN009144,2019-06-23,10645.78,On Time,M-Pesa
RP0024255,LOAN007301,2020-03-31,65050.97,On Time,M-Pesa
RP0024256,LOAN009456,2022-07-16,3556.32,On Time,M-Pesa
RP0024257,LOAN006490,2024-03-10,10833.62,On Time,M-Pesa
RP0024258,LOAN006865,2022-07-29,22561.36,On Time,Cash
RP0024259,LOAN005828,2024-05-03,14561.73,On Time,M-Pesa
RP0024260,LOAN008787,2022-05-21,62020.75,On Time,M-Pesa
RP0024261,LOAN000493,2026-04-19,9176.61,On Time,Cash
RP0024262,LOAN003029,2022-11-17,8449.2,On Time,M-Pesa
RP0024263,LOAN006786,2019-06-26,5875.95,On Time,M-Pesa
RP0024264,LOAN009291,2023-01-19,2908.01,On Time,M-Pesa
RP0024265,LOAN004761,2028-08-10,11433.46,On Time,M-Pesa
RP0024266,LOAN002583,2025-05-29,21115.01,On Time,M-Pesa
RP0024267,LOAN004588,2024-12-20,51804.91,On Time,M-Pesa
RP0024268,LOAN000704,2024-01-25,12601.56,On Time,M-Pesa
RP0024269,LOAN004044,2022-06-18,5867.83,On Time,M-Pesa
RP0024270,LOAN009291,2022-11-20,2908.01,Late,M-Pesa
RP0024271,LOAN005764,2022-06-01,7065.35,On Time,Bank Transfer
RP0024272,LOAN003914,2021-10-21,24924.04,Defaulted,M-Pesa
RP0024273,LOAN006557,2021-02-19,45901.97,Prepaid,M-Pesa
RP0024274,LOAN000149,2024-04-05,1733.16,On Time,M-Pesa
RP0024275,LOAN007778,2021-07-18,3008.97,Prepaid,M-Pesa
RP0024276,LOAN003464,2025-02-09,11590.86,On Time,M-Pesa
RP0024277,LOAN002260,2021-12-09,10919.32,On Time,M-Pesa
RP0024278,LOAN006183,2019-04-17,44672.16,On Time,Cash
RP0024279,LOAN001105,2023-02-11,46717.72,Late,M-Pesa
RP0024280,LOAN002471,2021-12-13,10199.57861543929,Defaulted,M-Pesa
RP0024281,LOAN004074,2022-09-05,22582.63,On Time,M-Pesa
RP0024282,LOAN008156,2019-09-24,35604.73,Late,M-Pesa
RP0024283,LOAN002911,2025-02-20,22002.88,On Time,M-Pesa
RP0024284,LOAN002247,2024-03-22,4777.37,On Time,Bank Transfer
RP0024285,LOAN006048,2022-08-28,17559.43,On Time,M-Pesa
RP0024286,LOAN003457,2020-04-28,12305.32,Late,M-Pesa
RP0024287,LOAN007478,2023-04-05,18854.59,On Time,M-Pesa
RP0024288,LOAN005239,2025-06-21,25365.98,On Time,M-Pesa
RP0024289,LOAN004504,2022-11-20,3062.86,On Time,M-Pesa
RP0024290,LOAN002633,2022-06-26,2249.43,Defaulted,Cash
RP0024291,LOAN005630,2020-07-01,36082.1,On Time,M-Pesa
RP0024292,LOAN003082,2021-05-02,9042.73,On Time,M-Pesa
RP0024293,LOAN009039,2024-11-21,4848.6,Defaulted,M-Pesa
RP0024294,LOAN005446,2024-11-15,18394.39,On Time,M-Pesa
RP0024295,LOAN001035,2020-06-22,28002.29,On Time,M-Pesa
RP0024296,LOAN004067,2023-07-18,8383.57,On Time,M-Pesa
RP0024297,LOAN005095,2022-04-21,4119.03,On Time,Cash
RP0024298,LOAN001917,2023-09-02,15613.05,On Time,Bank Transfer
RP0024299,LOAN007709,2020-03-01,1486.78,On Time,M-Pesa
RP0024300,LOAN004975,2021-08-22,4773.53,On Time,M-Pesa
RP0024301,LOAN003230,2024-09-04,50678.06,On Time,M-Pesa
RP0024302,LOAN005378,2024-04-09,1206.39,On Time,M-Pesa
RP0024303,LOAN004823,2026-09-24,15855.56,On Time,M-Pesa
RP0024304,LOAN009357,2021-02-14,17621.74,On Time,M-Pesa
RP0024305,LOAN005466,2025-08-22,8414.38,Prepaid,M-Pesa
RP0024306,LOAN000885,2024-07-03,41820.22,Late,M-Pesa
RP0024307,LOAN007404,2021-02-23,22770.84,On Time,M-Pesa
RP0024308,LOAN005285,2024-08-21,7830.56,On Time,M-Pesa
RP0024309,LOAN006933,2021-01-17,15785.21,On Time,M-Pesa
RP0024310,LOAN009662,2020-03-02,22054.74,Prepaid,M-Pesa
RP0024311,LOAN001095,2023-03-22,7842.02,On Time,M-Pesa
RP0024312,LOAN005243,2020-09-20,7840.29,On Time,M-Pesa
RP0024313,LOAN007768,2022-05-21,15268.61,On Time,M-Pesa
RP0024314,LOAN004027,2025-03-03,8159.31,On Time,M-Pesa
RP0024315,LOAN003652,2022-04-26,44412.27,On Time,M-Pesa
RP0024316,LOAN008880,2021-08-28,20513.21,On Time,M-Pesa
RP0024317,LOAN001369,2020-11-05,3742.38,On Time,M-Pesa
RP0024318,LOAN009743,2020-12-08,30575.18,On Time,M-Pesa
RP0024319,LOAN005421,2022-12-16,19432.87,On Time,M-Pesa
RP0024320,LOAN003842,2022-05-05,18878.43,Late,M-Pesa
RP0024321,LOAN001465,2022-03-31,11663.58,On Time,M-Pesa
RP0024322,LOAN009584,2023-04-21,1878.89,Prepaid,M-Pesa
RP0024323,LOAN000102,2025-04-05,35987.31,On Time,M-Pesa
RP0024324,LOAN004873,2020-03-03,6793.73,On Time,M-Pesa
RP0024325,LOAN002469,2022-02-19,8159.04,On Time,Bank Transfer
RP0024326,LOAN009029,2024-04-14,20592.7,On Time,M-Pesa
RP0024327,LOAN000467,2023-01-03,11445.59,On Time,M-Pesa
RP0024328,LOAN002688,2024-02-08,58967.06,On Time,M-Pesa
RP0024329,LOAN002747,2020-03-24,3871.72,On Time,M-Pesa
RP0024330,LOAN006678,2022-03-22,-20028.67,On Time,M-Pesa
RP0024331,LOAN003966,2019-03-07,8031.6,On Time,M-Pesa
RP0024332,LOAN001125,2022-04-20,34252.56,On Time,M-Pesa
RP0024333,LOAN008225,2021-01-20,1398.96,On Time,M-Pesa
RP0024334,LOAN005155,2021-04-24,8279.57,On Time,M-Pesa
RP0024335,LOAN009117,2022-03-27,10154.12,On Time,M-Pesa
RP0024336,LOAN003659,2021-02-27,4873.73,On Time,M-Pesa
RP0024337,LOAN000359,2020-10-25,9411.88,On Time,M-Pesa
RP0024338,LOAN000849,2023-10-29,10872.49,Late,M-Pesa
RP0024339,LOAN007912,2024-12-16,16331.31,On Time,M-Pesa
RP0024340,LOAN003548,2023-01-06,30121.39,On Time,Cash
RP0024341,LOAN002263,2022-07-03,24395.77,On Time,M-Pesa
RP0024342,LOAN006035,2027-04-30,13621.11,On Time,M-Pesa
RP0024343,LOAN007810,2020-09-23,19549.95,On Time,M-Pesa
RP0024344,LOAN009397,2019-12-19,15301.71,On Time,Cash
RP0024345,LOAN009477,2023-03-23,41039.51,On Time,M-Pesa
RP0024346,LOAN009614,2025-09-03,7640.81,Defaulted,Bank Transfer
RP0024347,LOAN002140,2021-10-17,11149.3,On Time,M-Pesa
RP0024348,LOAN007890,2021-05-19,10858.36,On Time,M-Pesa
RP0024349,LOAN007485,2026-08-05,7433.85,On Time,M-Pesa
RP0024350,LOAN008006,2020-07-30,51407.96,Late,M-Pesa
RP0024351,LOAN005105,2024-06-17,2224.92,On Time,M-Pesa
RP0024352,LOAN002341,2021-04-23,9736.58,On Time,M-Pesa
RP0024353,LOAN002905,2020-03-20,38297.13,On Time,M-Pesa
RP0024354,LOAN005053,2024-07-25,21330.99,On Time,M-Pesa
RP0024355,LOAN008769,2021-04-04,3378.05,On Time,M-Pesa
RP0024356,LOAN005047,2019-11-22,6079.12,On Time,M-Pesa
RP0024357,LOAN008929,2021-06-11,4809.46,Late,M-Pesa
RP0024358,LOAN004236,2024-03-21,14554.27,On Time,M-Pesa
RP0024359,LOAN009023,2024-12-11,7560.56,Late,M-Pesa
RP0024360,LOAN002909,2020-09-25,16250.46,On Time,M-Pesa
RP0024361,LOAN006752,2024-05-09,7347.12,On Time,M-Pesa
RP0024362,LOAN009494,2020-08-18,10271.79,On Time,M-Pesa
RP0024363,LOAN001274,2021-04-07,1016.07,On Time,M-Pesa
RP0024364,LOAN005832,2021-03-31,5031.03,On Time,M-Pesa
RP0024365,LOAN003536,2025-12-17,8847.09,On Time,M-Pesa
RP0024366,LOAN004451,2022-09-05,5080.07,On Time,M-Pesa
RP0024367,LOAN008439,2022-04-03,4663.25,On Time,M-Pesa
RP0024368,LOAN008493,2021-05-21,1886.37,On Time,M-Pesa
RP0024369,LOAN003210,2025-05-07,37209.66,On Time,M-Pesa
RP0024370,LOAN002083,2021-10-22,20251.2,Prepaid,Cash
RP0024371,LOAN000435,2023-12-29,5000.15,On Time,M-Pesa
RP0024372,LOAN002518,2022-12-25,11273.59,On Time,M-Pesa
RP0024373,LOAN003915,2020-09-13,9937.48,On Time,M-Pesa
RP0024374,LOAN000458,2024-06-02,23603.28,Defaulted,M-Pesa
RP0024375,LOAN008120,2023-03-10,3328.84,On Time,M-Pesa
RP0024376,LOAN008526,2020-05-26,4852.89,On Time,M-Pesa
RP0024377,LOAN005053,2028-01-06,21330.99,On Time,M-Pesa
RP0024378,LOAN007761,2022-10-12,4433.97,On Time,M-Pesa
RP0024379,LOAN008888,2019-03-19,44989.86,On Time,M-Pesa
RP0024380,LOAN007397,2019-09-04,4157.25,On Time,M-Pesa
RP0024381,LOAN004904,2020-04-13,5558.35,On Time,M-Pesa
RP0024382,LOAN006901,2022-06-28,19625.048755532447,On Time,M-Pesa
RP0024383,LOAN005041,2023-08-20,8505.77,On Time,M-Pesa
RP0024384,LOAN000027,2024-09-02,1556.81,On Time,M-Pesa
RP0024385,LOAN002998,2020-09-04,6592.94,On Time,M-Pesa
RP0024386,LOAN009388,2024-09-30,27852.19,On Time,Cash
RP0024387,LOAN008885,2021-12-03,8415.07,On Time,M-Pesa
RP0024388,LOAN003036,2023-08-06,11186.05,Late,M-Pesa
RP0024389,LOAN009982,2019-10-10,6764.21,On Time,M-Pesa
RP0024390,LOAN008891,2021-01-08,30401.0,On Time,M-Pesa
RP0024391,LOAN004566,2025-03-01,40161.3,On Time,M-Pesa
RP0024392,LOAN001836,2020-11-30,50626.84,On Time,M-Pesa
RP0024393,LOAN009148,2024-12-03,22550.22,On Time,M-Pesa
RP0024394,LOAN003012,2019-03-24,2864.02,On Time,M-Pesa
RP0024395,LOAN003335,2024-08-13,3907.27,Late,M-Pesa
RP0024396,LOAN004942,2025-01-25,1260.64,On Time,Bank Transfer
RP0024397,LOAN006400,2025-02-18,30068.42,Late,M-Pesa
RP0024398,LOAN002311,2020-06-05,5311.8,On Time,M-Pesa
RP0024399,LOAN004042,2024-06-17,31105.81,Late,M-Pesa
RP0024400,LOAN000707,2025-03-26,2132.96,On Time,M-Pesa
RP0024401,LOAN004493,2024-01-05,20737.98,On Time,M-Pesa
RP0024402,LOAN003405,2023-11-05,6112.02,On Time,M-Pesa
RP0024403,LOAN002716,2019-04-02,5782.76,Late,M-Pesa
RP0024404,LOAN001296,2021-05-27,8877.97,On Time,M-Pesa
RP0024405,LOAN003381,2021-02-11,14667.98,On Time,M-Pesa
RP0024406,LOAN002729,2021-12-24,11998.67,On Time,M-Pesa
RP0024407,LOAN006929,2022-01-10,25150.37,Defaulted,M-Pesa
RP0024408,LOAN007797,2025-01-27,5985.05,On Time,M-Pesa
RP0024409,LOAN005819,2022-06-25,16698.35,On Time,M-Pesa
RP0024410,LOAN000475,2023-01-14,2191.76,On Time,M-Pesa
RP0024411,LOAN008712,2024-08-03,2898.49,Late,M-Pesa
RP0024412,LOAN007202,2020-10-03,15374.18,On Time,M-Pesa
RP0024413,LOAN001200,2023-05-28,19814.28,On Time,M-Pesa
RP0024414,LOAN000346,2020-07-15,5570.35,On Time,Cash
RP0024415,LOAN005545,2025-03-30,16709.37,On Time,M-Pesa
RP0024416,LOAN001268,2020-09-22,3367.36,Late,M-Pesa
RP0024417,LOAN009472,2026-08-23,8962.13,Defaulted,M-Pesa
RP0024418,LOAN001635,2021-03-13,10940.23,Defaulted,M-Pesa
RP0024419,LOAN008484,2022-01-28,47951.14,On Time,Bank Transfer
RP0024420,LOAN007195,2020-10-30,4614.86,On Time,M-Pesa
RP0024421,LOAN007744,2022-12-08,13211.53,On Time,M-Pesa
RP0024422,LOAN003250,2021-02-12,34711.54,On Time,M-Pesa
RP0024423,LOAN000154,2024-12-01,17974.19,On Time,M-Pesa
RP0024424,LOAN002034,2020-03-28,4870.48,On Time,M-Pesa
RP0024425,LOAN009480,2025-05-11,19920.64,On Time,M-Pesa
RP0024426,LOAN009461,2023-07-12,3191.58,On Time,M-Pesa
RP0024427,LOAN007589,2020-05-13,18324.06,On Time,Bank Transfer
RP0024428,LOAN008950,2020-09-09,19486.46,On Time,M-Pesa
RP0024429,LOAN005036,2025-12-04,14460.23,On Time,M-Pesa
RP0024430,LOAN001651,2025-04-13,16271.78,On Time,M-Pesa
RP0024431,LOAN008605,2021-06-30,7318.55,On Time,M-Pesa
RP0024432,LOAN001205,2023-11-06,2211.93,On Time,M-Pesa
RP0024433,LOAN006173,2025-07-20,3148.25,On Time,M-Pesa
RP0024434,LOAN000982,2026-12-10,4929.61,On Time,M-Pesa
RP0024435,LOAN009731,2023-01-27,10701.17,Late,M-Pesa
RP0024436,LOAN007924,2021-01-06,5163.07,Late,M-Pesa
RP0024437,LOAN003351,2023-01-31,3041.69,On Time,M-Pesa
RP0024438,LOAN009484,2028-08-02,17345.78,On Time,Cash
RP0024439,LOAN008099,2024-06-27,2889.87,On Time,M-Pesa
RP0024440,LOAN003625,2026-05-02,22368.1,On Time,Cash
RP0024441,LOAN009777,2023-11-10,3919.8,On Time,M-Pesa
RP0024442,LOAN002520,2022-12-28,2561.82,On Time,M-Pesa
RP0024443,LOAN002866,2023-03-10,45559.83,On Time,M-Pesa
RP0024444,LOAN003866,2024-12-30,5760.04,Late,M-Pesa
RP0024445,LOAN008394,2020-07-04,29749.93,On Time,M-Pesa
RP0024446,LOAN009843,2024-01-08,3199.72,On Time,M-Pesa
RP0024447,LOAN008343,2024-12-13,3931.33,On Time,Cash
RP0024448,LOAN006795,2024-03-04,11085.77,On Time,M-Pesa
RP0024449,LOAN002376,2020-06-08,2844.84,On Time,Cash
RP0024450,LOAN004671,2024-05-11,29912.49,On Time,M-Pesa
RP0024451,LOAN002940,2025-12-29,34283.66,On Time,M-Pesa
RP0024452,LOAN005903,2025-04-07,12567.18,On Time,M-Pesa
RP0024453,LOAN001859,2019-12-08,3763.78,Defaulted,M-Pesa
RP0024454,LOAN005905,2021-11-12,25150.24,On Time,M-Pesa
RP0024455,LOAN009306,2024-09-20,22275.18,On Time,M-Pesa
RP0024456,LOAN009329,2026-01-12,6499.28,On Time,M-Pesa
RP0024457,LOAN007020,2021-03-14,16099.33,On Time,M-Pesa
RP0024458,LOAN008291,2022-04-26,10284.46,Late,M-Pesa
RP0024459,LOAN002467,2021-03-28,13105.28,On Time,M-Pesa
RP0024460,LOAN005139,2025-09-28,11933.98,On Time,M-Pesa
RP0024461,LOAN007949,2020-10-29,12599.49,On Time,M-Pesa
RP0024462,LOAN006660,2020-05-22,9344.22,On Time,M-Pesa
RP0024463,LOAN005638,2023-07-01,7769.67,On Time,M-Pesa
RP0024464,LOAN008175,2020-03-04,13903.92,Prepaid,M-Pesa
RP0024465,LOAN005625,2024-01-07,11460.51,On Time,M-Pesa
RP0024466,LOAN005629,2023-07-28,6084.79,On Time,M-Pesa
RP0024467,LOAN009578,2019-09-17,10305.62,Prepaid,M-Pesa
RP0024468,LOAN009911,2023-12-12,43526.33,Late,M-Pesa
RP0024469,LOAN008375,2022-05-06,1673.7780074166972,On Time,M-Pesa
RP0024470,LOAN001375,2025-04-03,23010.36,Defaulted,M-Pesa
RP0024471,LOAN007671,2025-06-28,3437.16,On Time,M-Pesa
RP0024472,LOAN007741,2020-02-03,7855.07,On Time,M-Pesa
RP0024473,LOAN006883,2025-03-29,41328.9,On Time,M-Pesa
RP0024474,LOAN000121,2022-04-18,4953.35,On Time,Bank Transfer
RP0024475,LOAN003178,2024-12-08,2965.77,On Time,M-Pesa
RP0024476,LOAN005662,2024-09-06,28488.09,On Time,M-Pesa
RP0024477,LOAN005304,2019-07-05,16998.14,Defaulted,Cash
RP0024478,LOAN004047,2023-08-11,25131.39,On Time,M-Pesa
RP0024479,LOAN006412,2021-02-03,8883.22,On Time,M-Pesa
RP0024480,LOAN003220,2025-02-04,48169.19,On Time,M-Pesa
RP0024481,LOAN006417,2025-05-11,10619.23,On Time,Cash
RP0024482,LOAN003309,2022-10-27,14777.57,On Time,M-Pesa
RP0024483,LOAN002558,2021-05-07,9855.01,On Time,M-Pesa
RP0024484,LOAN001437,2023-10-26,39457.73,On Time,M-Pesa
RP0024485,LOAN004756,2022-12-16,29448.88,On Time,M-Pesa
RP0024486,LOAN002280,2025-03-10,26753.95,On Time,M-Pesa
RP0024487,LOAN003628,2022-06-06,6594.94,On Time,M-Pesa
RP0024488,LOAN001610,2020-07-24,50573.57,On Time,M-Pesa
RP0024489,LOAN001229,2023-12-05,16211.62,On Time,M-Pesa
RP0024490,LOAN002970,2020-06-10,3866.34,On Time,M-Pesa
RP0024491,LOAN000440,2022-07-07,16276.88,On Time,M-Pesa
RP0024492,LOAN009661,2021-07-26,36611.37,On Time,M-Pesa
RP0024493,LOAN000932,2024-04-21,37213.55,Defaulted,M-Pesa
RP0024494,LOAN002188,2021-07-16,2161.08,Late,M-Pesa
RP0024495,LOAN005818,2023-09-26,20501.89,On Time,M-Pesa
RP0024496,LOAN005614,2019-06-10,5937.2,On Time,M-Pesa
RP0024497,LOAN001144,2022-12-20,1520.48,Late,M-Pesa
RP0024498,LOAN003199,2023-04-12,2697.09,On Time,M-Pesa
RP0024499,LOAN006246,2022-08-21,9212.75,Defaulted,M-Pesa
RP0024500,LOAN003302,2022-10-22,7329.66,Prepaid,M-Pesa
RP0024501,LOAN000216,2022-05-24,10025.08,On Time,M-Pesa
RP0024502,LOAN001162,2019-08-21,19346.51,On Time,M-Pesa
RP0024503,LOAN001898,2020-05-19,15515.26,On Time,M-Pesa
RP0024504,LOAN007826,2025-02-28,-7141.96,On Time,M-Pesa
RP0024505,LOAN001388,2022-05-07,15789.07,Late,Bank Transfer
RP0024506,LOAN007219,2024-08-03,2572.49,On Time,M-Pesa
RP0024507,LOAN001831,2023-10-19,8209.08,On Time,M-Pesa
RP0024508,LOAN009025,2020-08-27,21100.28,On Time,M-Pesa
RP0024509,LOAN004132,2022-06-16,7610.74,Prepaid,M-Pesa
RP0024510,LOAN008901,2025-08-09,23146.36,On Time,M-Pesa
RP0024511,LOAN003280,2021-05-25,14461.27,On Time,M-Pesa
RP0024512,LOAN006352,2027-07-09,9619.86,On Time,M-Pesa
RP0024513,LOAN009640,2019-08-25,6433.16,On Time,M-Pesa
RP0024514,LOAN003635,2019-10-07,2301.56,On Time,M-Pesa
RP0024515,LOAN009591,2024-06-06,22869.03,On Time,M-Pesa
RP0024516,LOAN000267,2020-09-03,22636.32,On Time,M-Pesa
RP0024517,LOAN001070,2021-04-16,15702.34,On Time,M-Pesa
RP0024518,LOAN003647,2022-07-23,23759.12,On Time,M-Pesa
RP0024519,LOAN007076,2023-09-02,6997.61,On Time,M-Pesa
RP0024520,LOAN006035,2025-11-06,13621.11,On Time,M-Pesa
RP0024521,LOAN007884,2022-02-01,31839.22,On Time,M-Pesa
RP0024522,LOAN005181,2025-08-23,7731.92,Late,Cash
RP0024523,LOAN007589,2021-06-07,18324.06,On Time,M-Pesa
RP0024524,LOAN006858,2021-03-18,49141.93,Late,M-Pesa
RP0024525,LOAN001059,2020-01-29,27072.12,On Time,M-Pesa
RP0024526,LOAN008467,2022-07-23,18941.15,On Time,M-Pesa
RP0024527,LOAN001851,2022-05-15,2777.38,On Time,M-Pesa
